x,y
36.0484264,2.654338872
37.04376293,2.569464298
38.06941145,2.488582396
39.12622881,2.41152271
40.21509727,2.338123469
41.33692511,2.268231227
42.49264733,2.201700518
43.68322627,2.138393534
44.90965233,2.078179821
46.1729446,2.020935997
47.47415163,1.96654548
48.8143521,1.914898245
50.1946556,1.865890591
51.61620331,1.81942493
53.08016878,1.775409587
54.58775871,1.733758628
56.14021367,1.694391695
57.73880892,1.657233866
59.38485515,1.622215528
61.07969927,1.589272268
62.82472521,1.558344791
64.62135464,1.529378843
66.4710478,1.502325167
68.37530422,1.477139473
70.33566347,1.45378243
72.3537059,1.432219684
74.43105331,1.412421901
76.56936966,1.394364831
78.77036168,1.378029407
81.03577945,1.363401874
83.36741693,1.350473947
85.76711246,1.339243012
88.23674913,1.329712365
90.77825506,1.321891495
93.39360361,1.315796421
96.08481344,1.311450085
98.85394845,1.308882799
101.7031175,1.308132776
104.634474,1.309246728
107.6502151,1.312280562
110.752581,1.317300177
113.9438534,1.324382365
117.2263543,1.333615862
120.6024435,1.345102532
124.0745165,1.358958731
127.645001,1.375316868
131.316354,1.394327186
135.0910564,1.416159808
138.9716086,1.44100708
142.9605237,1.469086262
147.0603202,1.50064262
151.2735133,1.535952981
155.6026046,1.575329834
160.0500699,1.619126055
164.6183449,1.667740371
169.3098086,1.721623682
174.1267639,1.781286386
179.0714141,1.847306884
184.1458367,1.920341468
189.3519512,2.001135837
194.6914827,2.090538533
200.1659181,2.18951663
205.7764557,2.299174102
211.5239451,2.420773345
217.408817,2.555760442
223.4310012,2.705794847
229.5898286,2.872784331
235.8839176,3.058926145
242.3110388,3.266755579
248.8679561,3.499203269
255.5502392,3.759662889
262.3520419,4.05207112
269.2658409,4.38100213
276.2821274,4.751779134
283.3890427,5.170606002
290.5719502,5.644722244
297.8129305,6.182585107
305.0901901,6.794082747
312.3773686,7.490782607
319.6427338,8.286218957
326.8482491,9.196222849
333.9485041,10.23929637
340.8895013,11.43703041
347.6072991,12.81456069
354.0265267,14.40105007
360.0588042,16.23017443
365.6011328,18.34057431
370.5343655,20.77621296
374.7219257,23.58655276
378.0090249,26.82642436
380.2227281,30.5554184
381.1733319,34.83657975
380.6576342,39.73413835
378.4647704,45.30998298
374.3853045,51.61859998
368.2241429,58.70029262
359.8174887,66.57271046
349.0533904,75.22108768
335.894434,84.58812114
320.3998559,94.56505462
302.7430847,104.9861168
283.2199384,115.6287214
262.2430132,126.221465
240.319676,136.4607404
218.0144854,146.0348039
195.9009876,154.651915
174.5112007,162.0675507
154.2921941,168.1054746
135.5773337,172.6688821
118.5756657,175.7404313
103.3782509,177.3726791
89.97676884,177.6722838
78.2883317,176.7818586
68.18102055,174.8627441
59.49636285,172.080767
52.06689196,168.5958185
45.72846448,164.5551578
40.32794919,160.0898272
35.72730269,155.3133831
31.80508635,150.322178
28.45633007,145.1965741
25.5914345,140.0026262
23.1345963,134.7939289
21.02207138,129.613434
19.20046494,124.4951337
17.62515089,119.4655593
16.25886675,114.5450806
15.07049688,109.7490131
14.03403684,105.0885486
13.12772304,100.5715294
12.33330706,96.20309053
11.63545425,91.98618713
11.02124691,87.92202831
10.47977497,84.01043209
10.00179884,80.2501157
9.579471841,76.63893267
9.206111549,73.17406628
8.87601114,69.85218728
8.584283561,66.66958231
8.326732529,63.62225849
8.099745528,60.70602833
7.900204851,57.91657861
7.725413444,55.24952609
7.573032959,52.70046251
7.441031842,50.26499055
7.327641742,47.93875272
7.231320789,45.71745409
7.150722594,43.59688017
7.084669996,41.57291076
7.032132778,39.6415304
6.992208706,37.79883613
6.964107351,36.041043
6.947136249,34.3644877
6.940689036,32.7656307
6.944235258,31.24105719
6.95731159,29.78747696
6.979514255,28.40172349
7.010492472,27.08075243
7.049942777,25.82163952
7.097604087,24.62157808
7.153253418,23.47787628
7.216702141,22.38795407
7.287792729,21.34933996
7.366395903,20.35966775
7.452408144,19.41667305
7.545749513,18.51818988
7.646361739,17.6621472
7.754206541,16.84656542
7.869264164,16.06955302
7.991532087,15.32930315
8.121023894,14.6240903
8.257768282,13.95226708
8.401808201,13.31226102
8.55320009,12.7025715
8.71201322,12.12176675
8.878329124,11.5684809
9.052241095,11.04141125
9.233853763,10.53931545
9.423282728,10.06100892
9.620654251,9.605362341
9.826104996,9.171299159
10.03978181,8.757793276
10.26184157,8.363866779
10.492451,7.988587778
10.73178666,7.631068322
10.98003476,7.290462404
11.23739122,6.965964049
11.50406162,6.656805478
11.7802612,6.362255355
12.06621491,6.081617102
12.36215747,5.814227296
12.66833344,5.559454128
12.98499732,5.316695931
13.31241369,5.085379776
13.65085729,4.864960127
14.00061322,4.654917558
14.36197709,4.454757531
14.73525519,4.264009217
15.1207647,4.082224388
15.51883393,3.908976346
15.92980246,3.743858906
16.3540215,3.586485427
16.79185403,3.436487886
17.24367515,3.293515993
17.70987231,3.157236353
18.19084566,3.027331662
18.68700828,2.90349994
19.19878657,2.785453807
19.72662057,2.672919783
20.27096428,2.565637631
20.83228605,2.463359724
21.41106896,2.365850445
22.00781118,2.272885616
22.6230264,2.184251954
23.25724424,2.099746551
23.91101068,2.019176383
24.58488851,1.942357838
25.27945778,1.869116271
25.99531629,1.799285581
26.73308008,1.732707801
27.49338393,1.669232719
28.27688188,1.608717511
29.08424777,1.551026393
29.91617581,1.496030291
30.77338113,1.443606529
31.65660038,1.39363853
32.56659232,1.346015532
33.50413846,1.300632325
34.47004371,1.257388992
35.46513699,1.216190669
36.49027197,1.17694732
37.54632771,1.139573518
38.63420942,1.103988242
39.75484916,1.070114686
40.90920661,1.037880076
42.09826985,1.007215498
43.32305611,0.978055738
44.58461267,0.950339132
45.8840176,0.924007427
47.22238067,0.899005642
48.60084422,0.875281953
50.02058405,0.852787577
51.48281033,0.831476664
52.98876857,0.811306209
54.53974052,0.792235957
56.13704522,0.774228331
57.78203998,0.757248359
59.47612136,0.741263619
61.22072626,0.72624418
63.01733297,0.71216257
64.86746224,0.698993734
66.77267835,0.686715022
68.73459028,0.675306172
70.75485278,0.66474931
72.83516755,0.655028964
74.97728435,0.646132088
77.18300217,0.638048098
79.45417041,0.630768927
81.79269003,0.624289092
84.20051467,0.618605779
86.67965188,0.613718953
89.23216419,0.609631478
91.86017025,0.606349272
94.56584594,0.603881482
97.35142542,0.602240689
100.2192021,0.60144315
103.1715296,0.601509068
106.2108228,0.60246292
109.3395582,0.604333816
112.5602751,0.607155921
115.8755758,0.610968944
119.2881264,0.615818686
122.8006563,0.62175768
126.415959,0.628845921
130.1368912,0.637151705
133.9663727,0.646752591
137.9073851,0.657736511
141.9629706,0.670203047
146.1362301,0.684264902
150.4303207,0.700049603
154.8484525,0.717701466
159.3938846,0.737383874
164.0699201,0.75928192
168.8798999,0.783605486
173.8271952,0.81059282
178.9151983,0.840514717
184.1473115,0.87367941
189.5269337,0.910438297
195.0574444,0.951192671
200.7421842,0.996401643
206.5844319,1.046591482
212.5873763,1.102366661
218.7540832,1.164422947
225.0874557,1.233562936
231.5901858,1.310714561
238.2646976,1.396953147
245.1130784,1.493527799
252.1369958,1.601893008
259.3375989,1.723746603
266.7153978,1.861075425
274.27012,2.01621039
282.0005359,2.191893003
289.9042485,2.391355854
297.9774382,2.618420172
306.2145542,2.877614231
314.6079402,3.174317198
323.1473795,3.514934036
331.8195434,3.907108196
340.6073203,4.359980215
349.4890028,4.884501793
358.4373012,5.493816534
367.4181504,6.203720093
376.3892715,7.033213769
385.298446,8.005166184
394.0814591,9.14709692
402.6596717,10.49209272
410.9371935,12.07985939
418.7976522,13.95789818
426.1006002,16.18277077
432.6776787,18.8213764
438.3287786,21.95210231
442.8186276,25.66561629
445.8744947,30.06494196
